character,event_summary,book,paragraph_num
Harry,"Ron and Hermione were supposed to be studying for their exams, which would finish on the day of the third task, but they were putting most of their efforts into helping Harry prepare.",04 Harry Potter And The Goblet Of Fire,4259
Ron,"Ron and Hermione were supposed to be studying for their exams, which would finish on the day of the third task, but they were putting most of their efforts into helping Harry prepare.",04 Harry Potter And The Goblet Of Fire,4259
Ron,"“Good training for when we're all Aurors,” said Ron excitedly, attempting the Impediment Curse on a wasp that had buzzed into the room and making it stop dead in midair.",04 Harry Potter And The Goblet Of Fire,4261
Harry,Harry was practicing hexes at every available moment.,04 Harry Potter And The Goblet Of Fire,4262
Harry,"Difficult and dangerous though it would undoubtedly be, Moody was right: Harry had managed to find his way past monstrous creatures and enchanted barriers before now, and this time he had some notice, some chance to prepare himself for what lay ahead.",04 Harry Potter And The Goblet Of Fire,4262
Moody,"Difficult and dangerous though it would undoubtedly be, Moody was right: Harry had managed to find his way past monstrous creatures and enchanted barriers before now, and this time he had some notice, some chance to prepare himself for what lay ahead.",04 Harry Potter And The Goblet Of Fire,4262
McGonagall,Professor McGonagall had given them permission to use the empty Transfiguration classroom at lunchtimes.,04 Harry Potter And The Goblet Of Fire,4263
Harry,"Harry had soon mastered the Impediment Curse, a spell to slow down and obstruct attackers; the Reductor Curse, which would enable him to blast solid objects out of his way; and the Four-Point Spell, a useful discovery of Hermione's that would make his wand point due north, therefore enabling him to check whether he was going in the right direction within the maze.",04 Harry Potter And The Goblet Of Fire,4263
Goyle,"Malfoy, Crabbe, and Goyle were standing in the shadow of a tree below.",04 Harry Potter And The Goblet Of Fire,4266
Goyle,Crabbe and Goyle seemed to be keeping a lookout; both were smirking.,04 Harry Potter And The Goblet Of Fire,4266
Harry,"“He looks like he's using a walkie-talkie,” said Harry curiously.",04 Harry Potter And The Goblet Of Fire,4267
Harry,"Come on, Harry,” she added briskly, turning away from the window and moving back into the middle of the room, “let's try that Shield Charm again.”",04 Harry Potter And The Goblet Of Fire,4268
Harry,"Like Hermione, he seemed to want to concentrate on getting Harry through the last task before they concerned themselves with anything else.",04 Harry Potter And The Goblet Of Fire,4269
Hermione,"Like Hermione, he seemed to want to concentrate on getting Harry through the last task before they concerned themselves with anything else.",04 Harry Potter And The Goblet Of Fire,4269
Harry,"He reminded Harry in every letter that whatever might be going on outside the walls of Hogwarts was not Harry's responsibility, nor was it within his power to influence it.",04 Harry Potter And The Goblet Of Fire,4269
Hogwarts,"He reminded Harry in every letter that whatever might be going on outside the walls of Hogwarts was not Harry's responsibility, nor was it within his power to influence it.",04 Harry Potter And The Goblet Of Fire,4269
Voldemort,"If Voldemort is really getting stronger again, he wrote, my priority is to ensure your safety.",04 Harry Potter And The Goblet Of Fire,4270
Dumbledore,"He cannot hope to lay hands on you while you are under Dumbledore's protection, but all the same, take no risks: Concentrate on getting through that maze safely, and then we can turn our attention to other matters.",04 Harry Potter And The Goblet Of Fire,4270
Gryffindor,Breakfast was a very noisy affair at the Gryffindor table on the morning of the third task.,04 Harry Potter And The Goblet Of Fire,4272
Malfoy,Malfoy was holding a copy of the Daily Prophet too.,04 Harry Potter And The Goblet Of Fire,4277
Harry,"Slytherins up and down the table were sniggering, twisting in their seats to see Harry's reaction.",04 Harry Potter And The Goblet Of Fire,4277
Rita Skeeter,"The boy who defeated He-Who-Must-Not-Be-Named is unstable and possibly dangerous, writes Rita Skeeter, Special Correspondent.",04 Harry Potter And The Goblet Of Fire,4280
Harry Potter's,"Alarming evidence has recently come to light about Harry Potter's strange behavior, which casts doubts upon his suitability to compete in a demanding competition like the Triwizard Tournament, or even to attend Hogwarts School.",04 Harry Potter And The Goblet Of Fire,4280
Harry Potter,"The Daily Prophet, however, has unearthed worrying facts about Harry Potter that Albus Dumbledore, Headmaster of Hogwarts, has carefully concealed from the wizarding public.",04 Harry Potter And The Goblet Of Fire,4284
Hogwarts,"The Daily Prophet, however, has unearthed worrying facts about Harry Potter that Albus Dumbledore, Headmaster of Hogwarts, has carefully concealed from the wizarding public.",04 Harry Potter And The Goblet Of Fire,4284
Draco Malfoy,"“Potter can speak Parseltongue,” reveals Draco Malfoy, a Hogwarts fourth year.",04 Harry Potter And The Goblet Of Fire,4285
Potter,"“There were a lot of attacks on students a couple of years ago, and most people thought Potter was behind them after they saw him lose his temper at a dueling club and set a snake on another boy.",04 Harry Potter And The Goblet Of Fire,4285
Dark Magic,"Personally, I would be highly suspicious of anybody who could converse with snakes, as serpents are often used in the worst kinds of Dark Magic, and are historically associated with evildoers.”",04 Harry Potter And The Goblet Of Fire,4286
Potter,"Some fear that Potter might resort to the Dark Arts in his desperation to win the tournament, the third task of which takes place this evening.",04 Harry Potter And The Goblet Of Fire,4287
Goyle,"Over at the Slytherin table, Malfoy, Crabbe, and Goyle were laughing at him, tapping their heads with their fingers, pulling grotesquely mad faces, and waggling their tongues like snakes.",04 Harry Potter And The Goblet Of Fire,4289
Harry,"“Well, you're the one who's supposed to be researching magical methods of bugging!” said Harry.",04 Harry Potter And The Goblet Of Fire,4293
Hermione,"“Yes,” said Hermione breathlessly.",04 Harry Potter And The Goblet Of Fire,4295
Harry,"Exempt from the end-of-term tests as a Triwizard champion, Harry had been sitting in the back of every exam class so far, looking up fresh hexes for the third task.",04 Harry Potter And The Goblet Of Fire,4299
Ron blankly,"“She doesn't expect the Dursleys to turn up, does she?” he asked Ron blankly.",04 Harry Potter And The Goblet Of Fire,4304
Dursleys,"“She doesn't expect the Dursleys to turn up, does she?” he asked Ron blankly.",04 Harry Potter And The Goblet Of Fire,4304
Harry,"“Harry, I'd better hurry, I'm going to be late for Binns.",04 Harry Potter And The Goblet Of Fire,4305
Harry,Harry finished his breakfast in the emptying Great Hall.,04 Harry Potter And The Goblet Of Fire,4306
Dursleys,"The Dursleys couldn't possibly be here, could they?",04 Harry Potter And The Goblet Of Fire,4307
Apollyon Pringle,“He got caught by Apollyon Pringle - he was the caretaker in those days - your father's still got the marks.”,04 Harry Potter And The Goblet Of Fire,4318
Rita Skeeter's,"“He's been angry ever since Rita Skeeter's article about the Triwizard Tournament - you know, when she made out you were the only Hogwarts champion.”",04 Harry Potter And The Goblet Of Fire,4322
Hogwarts,"“He's been angry ever since Rita Skeeter's article about the Triwizard Tournament - you know, when she made out you were the only Hogwarts champion.”",04 Harry Potter And The Goblet Of Fire,4322
Amos,"“Rita Skeeter goes out of her way to cause trouble, Amos!”",04 Harry Potter And The Goblet Of Fire,4324
Weasley,Mrs. Weasley said angrily.,04 Harry Potter And The Goblet Of Fire,4324
Weasley,"“He's very upset,” said Mrs. Weasley, lowering her voice and glancing around.",04 Harry Potter And The Goblet Of Fire,4328
Crouch,"“The Ministry wants to keep Mr. Crouch's disappearance quiet, but Percy's been hauled in for questioning about the instructions Mr. Crouch has been sending in.",04 Harry Potter And The Goblet Of Fire,4328
Percy,"“The Ministry wants to keep Mr. Crouch's disappearance quiet, but Percy's been hauled in for questioning about the instructions Mr. Crouch has been sending in.",04 Harry Potter And The Goblet Of Fire,4328
Percy,Percy's been under a lot of strain.,04 Harry Potter And The Goblet Of Fire,4328
Ron,"“Mum - Bill!” said Ron, looking stunned, as he joined the Gryffindor table.",04 Harry Potter And The Goblet Of Fire,4329
Gryffindor,"“Mum - Bill!” said Ron, looking stunned, as he joined the Gryffindor table.",04 Harry Potter And The Goblet Of Fire,4329
Weasley,"“Hello, Hermione,” said Mrs. Weasley, much more stiffly than usual.",04 Harry Potter And The Goblet Of Fire,4334
Ludo Bagman,Ludo Bagman and Cornelius Fudge had joined the staff table now.,04 Harry Potter And The Goblet Of Fire,4338
Quidditch,"“Ladies and gentlemen, in five minutes' time, I will be asking you to make your way down to the Quidditch field for the third and final task of the Triwizard Tournament.",04 Harry Potter And The Goblet Of Fire,4340
Quidditch,"They walked onto the Quidditch field, which was now completely unrecognizable.",04 Harry Potter And The Goblet Of Fire,4344
Bagman,"Hagrid, Professor Moody, Professor McGonagall, and Professor Flitwick came walking into the stadium and approached Bagman and the champions.",04 Harry Potter And The Goblet Of Fire,4345
Flitwick,"Hagrid, Professor Moody, Professor McGonagall, and Professor Flitwick came walking into the stadium and approached Bagman and the champions.",04 Harry Potter And The Goblet Of Fire,4345
McGonagall,"Hagrid, Professor Moody, Professor McGonagall, and Professor Flitwick came walking into the stadium and approached Bagman and the champions.",04 Harry Potter And The Goblet Of Fire,4345
Moody,"Hagrid, Professor Moody, Professor McGonagall, and Professor Flitwick came walking into the stadium and approached Bagman and the champions.",04 Harry Potter And The Goblet Of Fire,4345
McGonagall,"“We are going to be patrolling the outside of the maze,” said Professor McGonagall to the champions.",04 Harry Potter And The Goblet Of Fire,4346
Viktor Krum,"“In second place, with eighty points - Mr. Viktor Krum, of Durmstrang Institute!”",04 Harry Potter And The Goblet Of Fire,4349
Harry,"He gave a short blast on his whistle, and Harry and Cedric hurried forward into the maze.",04 Harry Potter And The Goblet Of Fire,4352
Harry,Harry felt almost as though he were underwater again.,04 Harry Potter And The Goblet Of Fire,4353
Lumos,"He pulled out his wand, muttered, “Lumos,” and heard Cedric do the same just behind him.",04 Harry Potter And The Goblet Of Fire,4353
Cedric,"He pulled out his wand, muttered, “Lumos,” and heard Cedric do the same just behind him.",04 Harry Potter And The Goblet Of Fire,4353
Harry,"Keen to put plenty of distance between himself and the skrewts, Harry hurried off again.",04 Harry Potter And The Goblet Of Fire,4363
Harry,"Harry approached it cautiously, pointing the wand's beam at it.",04 Harry Potter And The Goblet Of Fire,4369
Curse,He supposed he should have known better; the Reductor Curse was for solid objects.,04 Harry Potter And The Goblet Of Fire,4370
Harry,"Its thick armor glinted in the light from Harry's wand, which he pointed at it.",04 Harry Potter And The Goblet Of Fire,4381
Harry,Harry pulled himself up and pointed his wand at Krum just as Krum looked up.,04 Harry Potter And The Goblet Of Fire,4389
Harry,"“I can't believe this…I thought he was all right,” Harry said, staring at Krum.",04 Harry Potter And The Goblet Of Fire,4394
Harry,"Harry moved on, continuing to use the Four-Point Spell, making sure he was moving in the right direction.",04 Harry Potter And The Goblet Of Fire,4400
Moody,"The use of an Unforgivable Curse on a fellow human being meant a life term in Azkaban, that was what Moody had told them.",04 Harry Potter And The Goblet Of Fire,4400
Harry,Krum surely couldn't have wanted the Triwizard Cup that badly.…Harry sped up.,04 Harry Potter And The Goblet Of Fire,4400
Harry,Harry took that for a “yes.”,04 Harry Potter And The Goblet Of Fire,4410
Harry,Harry cast his mind around.,04 Harry Potter And The Goblet Of Fire,4410
Skrewt,"There were plenty of animals he wouldn't want to kiss; his immediate thought was a Blast-Ended Skrewt, but something told him that wasn't the answer.",04 Harry Potter And The Goblet Of Fire,4410
Harry,"“'The sound often heard during the search for a hard-to-find word,'” said Harry.",04 Harry Potter And The Goblet Of Fire,4413
Harry,"Cedric was sprinting as fast as he could toward the cup, and Harry knew he would never catch up, Cedric was much taller, had much longer legs -",04 Harry Potter And The Goblet Of Fire,4420
Cedric,"Cedric was sprinting as fast as he could toward the cup, and Harry knew he would never catch up, Cedric was much taller, had much longer legs -",04 Harry Potter And The Goblet Of Fire,4420
Cedric,Harry saw Cedric's wand fly out of his hand as a gigantic spider stepped into the path and began to bear down upon Cedric.,04 Harry Potter And The Goblet Of Fire,4422
Harry,Harry had one horrifying glimpse of eight shining black eyes and razor-sharp pincers before it was upon him.,04 Harry Potter And The Goblet Of Fire,4424
Harry,"He felt angry; his leg was very painful, he was aching all over from trying to throw off the spider, and after all his efforts, Cedric had beaten him to it, just as he'd beaten Harry to ask Cho to the ball.",04 Harry Potter And The Goblet Of Fire,4434
Cho,"He felt angry; his leg was very painful, he was aching all over from trying to throw off the spider, and after all his efforts, Cedric had beaten him to it, just as he'd beaten Harry to ask Cho to the ball.",04 Harry Potter And The Goblet Of Fire,4434
Harry,"“Stop being noble,” said Harry irritably.",04 Harry Potter And The Goblet Of Fire,4436
Hogwarts,It's still a Hogwarts victory.,04 Harry Potter And The Goblet Of Fire,4447
Hogwarts,They had left the Hogwarts grounds completely; they had obviously traveled miles - perhaps hundreds of miles - for even the mountains surrounding the castle were gone.,04 Harry Potter And The Goblet Of Fire,4455
Harry,"Harry couldn't make out a face, but from the way it was walking and holding its arms, he could tell that it was carrying something.",04 Harry Potter And The Goblet Of Fire,4462
Harry,"The cloaked man was now conjuring tight cords around Harry, tying him from neck to ankles to the headstone.",04 Harry Potter And The Goblet Of Fire,4472
Harry,And Harry realized who was under the hood.,04 Harry Potter And The Goblet Of Fire,4472
Harry,"Once sure that Harry was bound so tightly to the headstone that he couldn't move an inch, Wormtail drew a length of some black material from the inside of his cloak and stuffed it roughly into Harry's mouth; then, without a word, he turned from Harry and hurried away.",04 Harry Potter And The Goblet Of Fire,4473
Harry,"Harry watched it, and his scar seared with pain again…and he suddenly knew that he didn't want to see what was in those robes…he didn't want that bundle opened.…",04 Harry Potter And The Goblet Of Fire,4474
Harry,It was full of what seemed to be water - Harry could hear it slopping around - and it was larger than any cauldron Harry had ever used; a great stone belly large enough for a full-grown man to sit in.,04 Harry Potter And The Goblet Of Fire,4475
Harry,"And Harry heard the high, cold voice again.",04 Harry Potter And The Goblet Of Fire,4477
Harry,"Wormtail pulled open the robes on the ground, revealing what was inside them, and Harry let out a yell that was strangled in the wad of material blocking his mouth.",04 Harry Potter And The Goblet Of Fire,4479
Harry,"For one moment, Harry saw the evil, flat face illuminated in the sparks dancing on the surface of the potion.",04 Harry Potter And The Goblet Of Fire,4481
Harry,"Let it drown, Harry thought, his scar burning almost past endurance, please…let it drown.…",04 Harry Potter And The Goblet Of Fire,4482
Harry,"Horrified, Harry watched as a fine trickle of dust rose into the air at Wormtail's command and fell softly into the cauldron.",04 Harry Potter And The Goblet Of Fire,4485
Harry,"Harry realized what Wormtail was about to do a second before it happened - he closed his eyes as tightly as he could, but he could not block the scream that pierced the night, that went through Harry as though he had been stabbed with the dagger too.",04 Harry Potter And The Goblet Of Fire,4489
Harry,"He caressed it gently too; and then he raised it, and pointed it at Wormtail, who was lifted off the ground and thrown against the headstone where Harry was tied; he fell to the foot of it and lay there, crumpled up and crying.",04 Harry Potter And The Goblet Of Fire,4500
Harry,"Voldemort turned his scarlet eyes upon Harry, laughing a high, cold, mirthless laugh.",04 Harry Potter And The Goblet Of Fire,4500
Voldemort,"Voldemort turned his scarlet eyes upon Harry, laughing a high, cold, mirthless laugh.",04 Harry Potter And The Goblet Of Fire,4500
Harry,"Voldemort bent down and pulled out Wormtail's left arm; he forced the sleeve of Wormtail's robes up past his elbow, and Harry saw something upon the skin there, something like a vivid red tattoo - a skull with a snake protruding from its mouth - the image that had appeared in the sky at the Quidditch World Cup: the Dark Mark.",04 Harry Potter And The Goblet Of Fire,4504
Harry,"After a minute or so, he looked down at Harry again, a cruel smile twisting his snakelike face.",04 Harry Potter And The Goblet Of Fire,4510
Harry Potter,"“You stand, Harry Potter, upon the remains of my late father,” he hissed softly.",04 Harry Potter And The Goblet Of Fire,4511
Harry,"“Listen to me, reliving family history…” he said quietly, “why, I am growing quite sentimental.…But look, Harry!",04 Harry Potter And The Goblet Of Fire,4516
Apparating,"Between graves, behind the yew tree, in every shadowy space, wizards were Apparating.",04 Harry Potter And The Goblet Of Fire,4517
Voldemort,Voldemort raised his wand.,04 Harry Potter And The Goblet Of Fire,4533
Voldemort,Voldemort raised his wand again and whirled it through the air.,04 Harry Potter And The Goblet Of Fire,4538
Macnair,"“Macnair…destroying dangerous beasts for the Ministry of Magic now, Wormtail tells me?",04 Harry Potter And The Goblet Of Fire,4551
Macnair,"You shall have better victims than that soon, Macnair.",04 Harry Potter And The Goblet Of Fire,4551
Voldemort,Lord Voldemort will provide.…”,04 Harry Potter And The Goblet Of Fire,4551
Lucius Malfoy's,"Then the Death Eater to the right of Wormtail stepped forward, and Lucius Malfoy's voice spoke from under the mask.",04 Harry Potter And The Goblet Of Fire,4560
Harry,"Voldemort said softly, his red eyes upon Harry, whose scar began to burn so fiercely that he almost screamed in agony.",04 Harry Potter And The Goblet Of Fire,4564
Voldemort,"Voldemort said softly, his red eyes upon Harry, whose scar began to burn so fiercely that he almost screamed in agony.",04 Harry Potter And The Goblet Of Fire,4564
Harry,"Harry felt the cold tip of the long white finger touch him, and thought his head would burst with the pain.",04 Harry Potter And The Goblet Of Fire,4567
Aaah,"Aaah…pain beyond pain, my friends; nothing could have prepared me for it.",04 Harry Potter And The Goblet Of Fire,4568
Harry,"The Death Eaters were quite motionless, the glittering eyes in their masks fixed upon Voldemort, and upon Harry.",04 Harry Potter And The Goblet Of Fire,4574
Voldemort,"One or two of the masked wizards in the circle moved uncomfortably, but Voldemort took no notice.",04 Harry Potter And The Goblet Of Fire,4576
Dumbledore,"""There was no hope of stealing the Sorcerer's Stone anymore, for I knew that Dumbledore would have seen to it that it was destroyed.",04 Harry Potter And The Goblet Of Fire,4583
Dark Magic,"""I knew that to achieve this - it is an old piece of Dark Magic, the potion that revived me tonight - I would need three powerful ingredients.",04 Harry Potter And The Goblet Of Fire,4584
Harry Potter,"""But how to get at Harry Potter?",04 Harry Potter And The Goblet Of Fire,4586
Dumbledore,"For he has been better protected than I think even he knows, protected in ways devised by Dumbledore long ago, when it fell to him to arrange the boy's future.",04 Harry Potter And The Goblet Of Fire,4586
Dumbledore,"Dumbledore invoked an ancient magic, to ensure the boy's protection as long as he is in his relations' care.",04 Harry Potter And The Goblet Of Fire,4586
Hogwarts,"And then, the boy would return to Hogwarts, where he is under the crooked nose of that Muggle-loving fool from morning until night.",04 Harry Potter And The Goblet Of Fire,4586
Bertha Jorkins's,"“Why…by using Bertha Jorkins's information, of course.",04 Harry Potter And The Goblet Of Fire,4587
Hogwarts,"Use my one faithful Death Eater, stationed at Hogwarts, to ensure that the boy's name was entered into the Goblet of Fire.",04 Harry Potter And The Goblet Of Fire,4587
Harry,Voldemort moved slowly forward and turned to face Harry.,04 Harry Potter And The Goblet Of Fire,4588
Dumbledore,"And I am now going to prove my power by killing him, here and now, in front of you all, when there is no Dumbledore to help him, and no mother to die for him.",04 Harry Potter And The Goblet Of Fire,4591
Harry,"Wormtail raised his new silver hand, pulled out the wad of material gagging Harry, and then, with one swipe, cut through the bonds tying Harry to the gravestone.",04 Harry Potter And The Goblet Of Fire,4593
Harry,"Wormtail walked out of the circle to the place where Cedric's body lay and returned with Harry's wand, which he thrust roughly into Harry's hand without looking at him.",04 Harry Potter And The Goblet Of Fire,4594
Harry,"“Come, the niceties must be observed.…Dumbledore would like you to show manners.…Bow to death, Harry.…”",04 Harry Potter And The Goblet Of Fire,4597
Dumbledore,"“Come, the niceties must be observed.…Dumbledore would like you to show manners.…Bow to death, Harry.…”",04 Harry Potter And The Goblet Of Fire,4597
Harry,"Voldemort raised his wand, and before Harry could do anything to defend himself, before he could even move, he had been hit again by the Cruciatus Curse.",04 Harry Potter And The Goblet Of Fire,4601
Voldemort,"Voldemort raised his wand, and before Harry could do anything to defend himself, before he could even move, he had been hit again by the Cruciatus Curse.",04 Harry Potter And The Goblet Of Fire,4601
Harry,"Harry rolled over and scrambled to his feet; he was shaking as uncontrollably as Wormtail had done when his hand had been cut off; he staggered sideways into the wall of watching Death Eaters, and they pushed him away, back toward Voldemort.",04 Harry Potter And The Goblet Of Fire,4602
Harry,"Harry, obedience is a virtue I need to teach you before you die.…Perhaps another little dose of pain?”",04 Harry Potter And The Goblet Of Fire,4609
Harry,"Voldemort raised his wand, but this time Harry was ready; with the reflexes born of his Quidditch training, he flung himself sideways onto the ground; he rolled behind the marble headstone of Voldemort's father, and he heard it crack as the curse missed him.",04 Harry Potter And The Goblet Of Fire,4610
Voldemort,"Voldemort raised his wand, but this time Harry was ready; with the reflexes born of his Quidditch training, he flung himself sideways onto the ground; he rolled behind the marble headstone of Voldemort's father, and he heard it crack as the curse missed him.",04 Harry Potter And The Goblet Of Fire,4610
Harry,"“We are not playing hide-and-seek, Harry,” said Voldemort's soft, cold voice, drawing nearer, as the Death Eaters laughed.",04 Harry Potter And The Goblet Of Fire,4611
Harry,"They glided away from the tombstone of Voldemort's father and then came to rest on a patch of ground that was clear and free of graves.…The Death Eaters were shouting; they were asking Voldemort for instructions; they were closing in, reforming the circle around Harry and Voldemort, the snake slithering at their heels, some of them drawing their wands -",04 Harry Potter And The Goblet Of Fire,4616
Voldemort,"They glided away from the tombstone of Voldemort's father and then came to rest on a patch of ground that was clear and free of graves.…The Death Eaters were shouting; they were asking Voldemort for instructions; they were closing in, reforming the circle around Harry and Voldemort, the snake slithering at their heels, some of them drawing their wands -",04 Harry Potter And The Goblet Of Fire,4616
Harry,"The golden thread connecting Harry and Voldemort splintered; though the wands remained connected, a thousand more beams arced high over Harry and Voldemort, crisscrossing all around them, until they were enclosed in a golden, dome-shaped web, a cage of light, beyond which the Death Eaters circled like jackals, their cries strangely muffled now.…",04 Harry Potter And The Goblet Of Fire,4617
Voldemort,"The golden thread connecting Harry and Voldemort splintered; though the wands remained connected, a thousand more beams arced high over Harry and Voldemort, crisscrossing all around them, until they were enclosed in a golden, dome-shaped web, a cage of light, beyond which the Death Eaters circled like jackals, their cries strangely muffled now.…",04 Harry Potter And The Goblet Of Fire,4617
Voldemort,Voldemort shouted to the Death Eaters.,04 Harry Potter And The Goblet Of Fire,4618
Harry,"Harry didn't understand why he was doing it, didn't know what it might achieve…but he now concentrated as he had never done in his life on forcing that bead of light right back into Voldemort's wand…and slowly…very slowly…it moved along the golden thread…it trembled for a moment…and then it connected.…",04 Harry Potter And The Goblet Of Fire,4624
Harry,"If ever Harry might have released his wand from shock, it would have been then, but instinct kept him clutching his wand tightly, so that the thread of golden light remained unbroken, even though the thick gray ghost of Cedric Diggory (was it a ghost?",04 Harry Potter And The Goblet Of Fire,4626
Cedric Diggory,"If ever Harry might have released his wand from shock, it would have been then, but instinct kept him clutching his wand tightly, so that the thread of golden light remained unbroken, even though the thick gray ghost of Cedric Diggory (was it a ghost?",04 Harry Potter And The Goblet Of Fire,4626
Harry,"But already, yet another head was emerging…and this head, gray as a smoky statue, was a woman's.…Harry, both arms shaking now as he fought to keep his wand still, saw her drop to the ground and straighten up like the others, staring.…",04 Harry Potter And The Goblet Of Fire,4630
Cedric,"she cried, and her voice echoed like Cedric's as though from very far away.",04 Harry Potter And The Goblet Of Fire,4632
Harry,"The smoky shadow of a tall man with untidy hair fell to the ground as Bertha had done, straightened up, and looked at him…and Harry, his arms shaking madly now, looked back into the ghostly face of his father.",04 Harry Potter And The Goblet Of Fire,4635
Harry,"“When the connection is broken, we will linger for only moments…but we will give you time…you must get to the Portkey, it will return you to Hogwarts…do you understand, Harry?”",04 Harry Potter And The Goblet Of Fire,4638
Hogwarts,"“When the connection is broken, we will linger for only moments…but we will give you time…you must get to the Portkey, it will return you to Hogwarts…do you understand, Harry?”",04 Harry Potter And The Goblet Of Fire,4638
Harry,"“Yes,” Harry gasped, fighting now to keep a hold on his wand, which was slipping and sliding beneath his fingers.",04 Harry Potter And The Goblet Of Fire,4639
Harry,"And Harry ran as he had never run in his life, knocking two stunned Death Eaters aside as he passed; he zigzagged behind headstones, feeling their curses following him, hearing them hit the headstones - he was dodging curses and graves, pelting toward Cedric's body, no longer aware of the pain in his leg, his whole being concentrated on what he had to do -",04 Harry Potter And The Goblet Of Fire,4644
Harry,"Ten feet from Cedric, Harry dived behind a marble angel to avoid the jets of red light and saw the tip of its wing shatter as the spells hit it.",04 Harry Potter And The Goblet Of Fire,4645
Harry,"“He wanted me to bring him back,” Harry muttered - it seemed important to explain this.",04 Harry Potter And The Goblet Of Fire,4664
Harry,"Girls were screaming, sobbing hysterically.…The scene flickered oddly before Harry's eyes.…",04 Harry Potter And The Goblet Of Fire,4668
Harry,"Harry, I need to know exactly what happened.…”",04 Harry Potter And The Goblet Of Fire,4677
Moody,“What did the Dark Lord take from you?” said Moody.,04 Harry Potter And The Goblet Of Fire,4681
Dumbledore,"He should have told Dumbledore, he should have said it straightaway -",04 Harry Potter And The Goblet Of Fire,4684
Harry,"At the same time, Moody drew out his wand and pointed it at Harry.",04 Harry Potter And The Goblet Of Fire,4692
Dumbledore,Dumbledore would have been very suspicious if you had managed everything too easily.,04 Harry Potter And The Goblet Of Fire,4699
Potter,"I was keeping watch on you, Potter.",04 Harry Potter And The Goblet Of Fire,4699
Harry,"“You didn't,” Harry said hoarsely.",04 Harry Potter And The Goblet Of Fire,4700
Cedric,"""Who told Cedric to open it underwater?",04 Harry Potter And The Goblet Of Fire,4701
Potter,"Decent people are so easy to manipulate, Potter.",04 Harry Potter And The Goblet Of Fire,4701
Potter,"But even then, Potter, even then you seemed likely to fail.",04 Harry Potter And The Goblet Of Fire,4701
Longbottom,Longbottom would have told you in an instant.,04 Harry Potter And The Goblet Of Fire,4701
Dumbledore,"But luckily, Dumbledore took your idiocy for nobility, and marked you high for it.",04 Harry Potter And The Goblet Of Fire,4704
Moody,"“You had an easier time of it than you should have in that maze tonight, of course,” said Moody.",04 Harry Potter And The Goblet Of Fire,4705
Diggory,"I put the Imperius Curse on Krum, so that he would finish Diggory and leave your path to the cup clear.”",04 Harry Potter And The Goblet Of Fire,4705
Dumbledore,"He just didn't see how this could be.…Dumbledore's friend, the famous Auror…the one who had caught so many Death Eaters…It made no sense…no sense at all.…",04 Harry Potter And The Goblet Of Fire,4706
Harry,"Harry could see the outlines of three people over Moody's shoulder, moving closer and closer.",04 Harry Potter And The Goblet Of Fire,4707
Harry,"The door was barred, and Harry knew he would never reach his own wand in time.…",04 Harry Potter And The Goblet Of Fire,4709
Harry,"“You're mad,” Harry said - he couldn't stop himself-",04 Harry Potter And The Goblet Of Fire,4711
Moody,"“Mad, am I?” said Moody, his voice rising uncontrollably.",04 Harry Potter And The Goblet Of Fire,4712
Harry,"At that moment, Harry fully understood for the first time why people said Dumbledore was the only wizard Voldemort had ever feared.",04 Harry Potter And The Goblet Of Fire,4716
Dumbledore,"At that moment, Harry fully understood for the first time why people said Dumbledore was the only wizard Voldemort had ever feared.",04 Harry Potter And The Goblet Of Fire,4716
Dumbledore,There was cold fury in every line of the ancient face; a sense of power radiated from Dumbledore as though he were giving off burning heat.,04 Harry Potter And The Goblet Of Fire,4716
Dumbledore,"“He will stay, Minerva, because he needs to understand,” said Dumbledore curtly.",04 Harry Potter And The Goblet Of Fire,4720
Minerva,"“He will stay, Minerva, because he needs to understand,” said Dumbledore curtly.",04 Harry Potter And The Goblet Of Fire,4720
Minerva,"Minerva, kindly go down to Hagrid's house, where you will find a large black dog sitting in the pumpkin patch.",04 Harry Potter And The Goblet Of Fire,4724
Dumbledore,"Dumbledore walked over to the trunk with seven locks, fitted the first key in the lock, and opened it.",04 Harry Potter And The Goblet Of Fire,4725
Dumbledore,"Dumbledore closed the trunk, placed a second key in the second lock, and opened the trunk again.",04 Harry Potter And The Goblet Of Fire,4725
Harry,"Then he placed the seventh key in the lock, threw open the lid, and Harry let out a cry of amazement.",04 Harry Potter And The Goblet Of Fire,4725
Harry stared,"Harry stared, thunderstruck, between the sleeping Moody in the trunk and the unconscious Moody lying on the floor of the office.",04 Harry Potter And The Goblet Of Fire,4726
Harry,"Harry, throw down the imposter's cloak - he's freezing.",04 Harry Potter And The Goblet Of Fire,4728
Pomfrey,"Madam Pomfrey will need to see him, but he seems in no immediate danger.”",04 Harry Potter And The Goblet Of Fire,4728
Harry,"Harry did as he was told; Dumbledore covered Moody in the cloak, tucked it around him, and clambered out of the trunk again.",04 Harry Potter And The Goblet Of Fire,4729
Dumbledore,"Harry did as he was told; Dumbledore covered Moody in the cloak, tucked it around him, and clambered out of the trunk again.",04 Harry Potter And The Goblet Of Fire,4729
McGonagall,Professor McGonagall was right behind them.,04 Harry Potter And The Goblet Of Fire,4734
Dumbledore,"“He is simply Stunned, Winky,” said Dumbledore.",04 Harry Potter And The Goblet Of Fire,4741
