character,event_summary,book,paragraph_num,event_type,chapter_estimate
Harry,"There was an indecent excitement in her voice, the same callous pleasure Harry had heard as she watched Professor Trelawney dissolving with misery in the Entrance Hall.",Harry Potter And The Order Of The Phoenix,5205,unknown,53
Trelawney,"There was an indecent excitement in her voice, the same callous pleasure Harry had heard as she watched Professor Trelawney dissolving with misery in the Entrance Hall.",Harry Potter And The Order Of The Phoenix,5205,unknown,53
Malfoy,The Malfoy boy cornered him.',Harry Potter And The Order Of The Phoenix,5205,unknown,53
Lucius,'I must remember to tell Lucius.,Harry Potter And The Order Of The Phoenix,5206,unknown,53
Potter,"Well, Potter… I expect you know why you are here?'",Harry Potter And The Order Of The Phoenix,5206,unknown,53
Umbridge,"'So you have no idea,' said Fudge, in a voice positively sagging with sarcasm, 'why Professor Umbridge has brought you to this office?",Harry Potter And The Order Of The Phoenix,5209,unknown,53
Dumbledore,"There's nothing like a good witness, is there, Dumbledore?'",Harry Potter And The Order Of The Phoenix,5214,unknown,53
Willy Widdershins,"'I have testimony from Willy Widdershins, Minerva, who happened to be in the bar at the time.",Harry Potter And The Order Of The Phoenix,5230,unknown,53
Minerva,"'I have testimony from Willy Widdershins, Minerva, who happened to be in the bar at the time.",Harry Potter And The Order Of The Phoenix,5230,unknown,53
Umbridge,"He was heavily bandaged, it is true, but his hearing was quite unimpaired,' said Umbridge smugly.",Harry Potter And The Order Of The Phoenix,5230,unknown,53
Potter,'He heard every word Potter said and hastened straight to the school to report to me -',Harry Potter And The Order Of The Phoenix,5230,unknown,53
Potter,"The purpose of Potter's meeting with these students,' continued Professor Umbridge, 'was to persuade them to join an illegal society, whose aim was to learn spells and curses the Ministry has decided are inappropriate for school-age -'",Harry Potter And The Order Of The Phoenix,5234,unknown,53
Umbridge,"The purpose of Potter's meeting with these students,' continued Professor Umbridge, 'was to persuade them to join an illegal society, whose aim was to learn spells and curses the Ministry has decided are inappropriate for school-age -'",Harry Potter And The Order Of The Phoenix,5234,unknown,53
Dumbledore,He could not see how Dumbledore was going to talk him out of this one; if Willy Widdershins had indeed heard every word he had said in the Hog's Head there was simply no escaping it.,Harry Potter And The Order Of The Phoenix,5236,unknown,53
Willy Widdershins,He could not see how Dumbledore was going to talk him out of this one; if Willy Widdershins had indeed heard every word he had said in the Hog's Head there was simply no escaping it.,Harry Potter And The Order Of The Phoenix,5236,unknown,53
Potter,"'Yes, do let's hear the latest cock-and-bull story designed to pull Potter out of trouble!",Harry Potter And The Order Of The Phoenix,5237,unknown,53
Willy Widdershins,"Willy Widdershins was lying, was he?",Harry Potter And The Order Of The Phoenix,5238,unknown,53
Harry,Harry could have kicked him.,Harry Potter And The Order Of The Phoenix,5239,unknown,53
Harry,"'Cornelius, I do not deny - and nor, I am sure, does Harry - -that he was in the Hog's Head that day, nor that he was trying to recruit students to a Defence Against the Dark Arts group.",Harry Potter And The Order Of The Phoenix,5240,unknown,53
Miss Edgecombe,Why do you think Miss Edgecombe is here?',Harry Potter And The Order Of The Phoenix,5245,unknown,53
Harry,Harry felt a horrible plummeting in his stomach.,Harry Potter And The Order Of The Phoenix,5249,unknown,53
Dumbledore,"This was it, they had hit a dead end of solid evidence that not even Dumbledore would be able to shift aside.",Harry Potter And The Order Of The Phoenix,5249,unknown,53
Mcgonagall,"'I would have thought her meaning was quite clear,' said Professor McGonagall harshly, 'there have been no secret meetings for the past six months.",Harry Potter And The Order Of The Phoenix,5255,unknown,53
Miss Edgecombe,"'There was a meeting, Miss Edgecombe, you told me about it, in the Room of Requirement!",Harry Potter And The Order Of The Phoenix,5256,unknown,53
Miss Edgecombe,So unless Miss Edgecombe is using a form of sign-language as yet unknown to humans -',Harry Potter And The Order Of The Phoenix,5257,unknown,53
Harry,"A sudden suspicion, connected to Kingsley's whisper and the thing he had felt shoot past him, sprang into Harry's mind.",Harry Potter And The Order Of The Phoenix,5264,unknown,53
Miss,"I have all their names here, Miss Parkinson ran into the Room of Requirement for me to see if they had left anything behind.",Harry Potter And The Order Of The Phoenix,5266,unknown,53
Harry,"And to Harry's horror, she withdrew from her pocket the list of names that had been pinned upon the Room of Requirement's wall and handed it to Fudge.",Harry Potter And The Order Of The Phoenix,5267,unknown,53
Dumbledore,Dumbledore reached out and took the piece of parchment from Fudge.,Harry Potter And The Order Of The Phoenix,5272,unknown,53
Dumbledore,"Fudge looked from her to Dumbledore, his chest swelling.",Harry Potter And The Order Of The Phoenix,5281,unknown,53
Harry,"'Be quiet, Harry, or I am afraid you will have to leave my office,' said Dumbledore calmly.",Harry Potter And The Order Of The Phoenix,5284,unknown,53
Dumbledore,"'Be quiet, Harry, or I am afraid you will have to leave my office,' said Dumbledore calmly.",Harry Potter And The Order Of The Phoenix,5284,unknown,53
Weasley,"'Weasley!' cried Fudge, now positively quivering with delight, 'Weasley, have you written it all down, everything he's said, his confession, have you got it?'",Harry Potter And The Order Of The Phoenix,5287,unknown,53
Percy,"'Yes, sir, I've got it, yes!' said Percy, scanning his notes joyfully.",Harry Potter And The Order Of The Phoenix,5290,unknown,53
Weasley,"'Very well, then,' said Fudge, now radiant with glee, 'duplicate your notes, Weasley, and send a copy to the Daily Prophet at once.",Harry Potter And The Order Of The Phoenix,5291,unknown,53
Dumbledore,"'So,' sneered Fudge, recovering himself, 'you intend to take on Dawlish, Shacklebolt, Dolores and myself single-handed, do you, Dumbledore?'",Harry Potter And The Order Of The Phoenix,5300,unknown,54
Mcgonagall,"'He will not be single-handed!' said Professor McGonagall loudly, plunging her hand inside her robes.",Harry Potter And The Order Of The Phoenix,5302,unknown,54
Dumbledore,"The wreckage of the office loomed into view: Dumbledore's desk had been overturned, all of the spindly tables had been knocked to the floor, their silver instruments in pieces.",Harry Potter And The Order Of The Phoenix,5308,unknown,54
Hogwarts,"Fudge will soon wish he'd never dislodged me from Hogwarts, I promise you.'",Harry Potter And The Order Of The Phoenix,5312,unknown,54
Dumbledore,"He did not know what to say first: how sorry he was that he had started the DA in the first place and caused all this trouble, or how terrible he felt that Dumbledore was leaving to save him from expulsion?",Harry Potter And The Order Of The Phoenix,5313,unknown,54
Snape,"Do everything Professor Snape tells you and practise it particularly every night before sleeping so that you can close your mind to bad dreams - you will understand why soon enough, but you must promise me -'",Harry Potter And The Order Of The Phoenix,5314,unknown,54
Dumbledore,"But as Dumbledore's fingers closed over Harrys skin, a pain shot through the scar on his forehead and he felt again that terrible, snakelike longing to strike Dumbledore, to bite him, to hurt him -",Harry Potter And The Order Of The Phoenix,5316,unknown,54
Dumbledore,"'Well, Minerva,' said Fudge nastily, straightening his torn shirtsleeve, 'I'm afraid this is the end of your friend Dumbledore.'",Harry Potter And The Order Of The Phoenix,5322,unknown,54
Minerva,"'Well, Minerva,' said Fudge nastily, straightening his torn shirtsleeve, 'I'm afraid this is the end of your friend Dumbledore.'",Harry Potter And The Order Of The Phoenix,5322,unknown,54
Mcgonagall,"'You think so, do you?' said Professor McGonagall scornfully.",Harry Potter And The Order Of The Phoenix,5323,unknown,54
Mcgonagall,"'You'd better get those two off to bed,' said Fudge, looking back at Professor McGonagall with a dismissive nod towards Harry and Marietta.",Harry Potter And The Order Of The Phoenix,5325,unknown,54
Dumbledore,"'You know, Minister, I disagree with Dumbledore on many counts… but you cannot deny he's got style…'",Harry Potter And The Order Of The Phoenix,5327,unknown,54
Jane Umbridge,Dolores Jane Umbridge (High Inquisitor) has replaced,Harry Potter And The Order Of The Phoenix,5328,unknown,54
Dumbledore,"The notices had gone up all around the school overnight, but they did not explain how every single person within the castle seemed to know that Dumbledore had overcome two Aurors, the High Inquisitor, the Minister for Magic and his Junior Assistant to escape.",Harry Potter And The Order Of The Phoenix,5330,unknown,54
Harry,"No matter where Harry went within the castle, the sole topic of conversation was Dumbledore's flight, and though some of the details may have gone awry in the retelling (Harry overheard one second-year girl assuring another that Fudge was now lying in St Mungo's with a pumpkin for a head) it was surprising how accurate the rest of their information was.",Harry Potter And The Order Of The Phoenix,5330,unknown,54
Dumbledore,"No matter where Harry went within the castle, the sole topic of conversation was Dumbledore's flight, and though some of the details may have gone awry in the retelling (Harry overheard one second-year girl assuring another that Fudge was now lying in St Mungo's with a pumpkin for a head) it was surprising how accurate the rest of their information was.",Harry Potter And The Order Of The Phoenix,5330,unknown,54
Harry,"Everybody knew, for instance, that Harry and Marietta were the only students to have witnessed the scene in Dumbledore's office and, as Marietta was now in the hospital wing, Harry found himself besieged with requests to give a first-hand account.",Harry Potter And The Order Of The Phoenix,5330,unknown,54
Harry,"'Dumbledore will be back before long,' said Ernie Macmillan confidently on the way back from Herbology, after listening intently to Harry's story.",Harry Potter And The Order Of The Phoenix,5331,unknown,54
Dumbledore,"'Dumbledore will be back before long,' said Ernie Macmillan confidently on the way back from Herbology, after listening intently to Harry's story.",Harry Potter And The Order Of The Phoenix,5331,unknown,54
Ernie Macmillan,"'Dumbledore will be back before long,' said Ernie Macmillan confidently on the way back from Herbology, after listening intently to Harry's story.",Harry Potter And The Order Of The Phoenix,5331,unknown,54
Hermione,"'Oh, I expect she really fancied herself sitting up there in the Heads office,' said Hermione viciously, as they walked up the stone steps into the Entrance Hall.",Harry Potter And The Order Of The Phoenix,5332,unknown,54
Ron,"'Yeah, we're prefects, too, remember?' snarled Ron.",Harry Potter And The Order Of The Phoenix,5337,unknown,54
Weasel King,"'I know prefects can't dock points, Weasel King,' sneered Malfoy.",Harry Potter And The Order Of The Phoenix,5338,unknown,54
Malfoy,"'I know prefects can't dock points, Weasel King,' sneered Malfoy.",Harry Potter And The Order Of The Phoenix,5338,unknown,54
Goyle,Crabbe and Goyle sniggered.,Harry Potter And The Order Of The Phoenix,5338,unknown,54
Granger,"The Inquisitorial Squad, Granger,' said Malfoy, pointing towards a tiny silver 'I on his robes just beneath his prefect's badge.",Harry Potter And The Order Of The Phoenix,5339,unknown,54
Malfoy,"The Inquisitorial Squad, Granger,' said Malfoy, pointing towards a tiny silver 'I on his robes just beneath his prefect's badge.",Harry Potter And The Order Of The Phoenix,5339,unknown,54
Umbridge,"'A select group of students who are supportive of the Ministry of Magic, hand-picked by Professor Umbridge.",Harry Potter And The Order Of The Phoenix,5339,unknown,54
Granger,"Anyway, members of the Inquisitorial Squad do have the power to dock points… so, Granger, I'll have five from you for being rude about our new Headmistress.",Harry Potter And The Order Of The Phoenix,5339,unknown,54
Weasley,"Weasley, your shirts untucked, so I'll have another five for that.",Harry Potter And The Order Of The Phoenix,5339,unknown,54
Granger,"Oh yeah, I forgot, you're a Mudblood, Granger, so ten off for that.'",Harry Potter And The Order Of The Phoenix,5339,unknown,54
Ernie,"He and George had just come down the marble staircase and joined Harry, Ron, Hermione and Ernie in front of the hour-glasses.",Harry Potter And The Order Of The Phoenix,5345,unknown,54
George,"He and George had just come down the marble staircase and joined Harry, Ron, Hermione and Ernie in front of the hour-glasses.",Harry Potter And The Order Of The Phoenix,5345,unknown,54
Hermione,"He and George had just come down the marble staircase and joined Harry, Ron, Hermione and Ernie in front of the hour-glasses.",Harry Potter And The Order Of The Phoenix,5345,unknown,54
Ron,"He and George had just come down the marble staircase and joined Harry, Ron, Hermione and Ernie in front of the hour-glasses.",Harry Potter And The Order Of The Phoenix,5345,unknown,54
Harry,"He and George had just come down the marble staircase and joined Harry, Ron, Hermione and Ernie in front of the hour-glasses.",Harry Potter And The Order Of The Phoenix,5345,unknown,54
Montague,"'Not until Montague reappears, and that could take weeks, I dunno where we sent him,' said Fred coolly.",Harry Potter And The Order Of The Phoenix,5349,unknown,54
Fred,"'Not until Montague reappears, and that could take weeks, I dunno where we sent him,' said Fred coolly.",Harry Potter And The Order Of The Phoenix,5349,unknown,54
Fred,"'We've always known where to draw the line,' said Fred.",Harry Potter And The Order Of The Phoenix,5351,unknown,54
Dumbledore,We'd walk out right now if we weren't determined to do our bit for Dumbledore first.,Harry Potter And The Order Of The Phoenix,5356,unknown,54
Harry,"'Yeah, all right,' said Ron, and the three of them moved towards the doors to the Great Hall, but Harry had barely glimpsed the day's ceiling of scudding white clouds when somebody tapped him on the shoulder and, turning, he found himself almost nose-to-nose with Filch the caretaker.",Harry Potter And The Order Of The Phoenix,5360,unknown,54
Ron,"'Yeah, all right,' said Ron, and the three of them moved towards the doors to the Great Hall, but Harry had barely glimpsed the day's ceiling of scudding white clouds when somebody tapped him on the shoulder and, turning, he found himself almost nose-to-nose with Filch the caretaker.",Harry Potter And The Order Of The Phoenix,5360,unknown,54
Filch,"'Yeah, all right,' said Ron, and the three of them moved towards the doors to the Great Hall, but Harry had barely glimpsed the day's ceiling of scudding white clouds when somebody tapped him on the shoulder and, turning, he found himself almost nose-to-nose with Filch the caretaker.",Harry Potter And The Order Of The Phoenix,5360,unknown,54
Potter,"As they reached the first landing he said, Things are changing around here, Potter.'",Harry Potter And The Order Of The Phoenix,5364,unknown,54
Dumbledore,"'Yerse… I've been telling Dumbledore for years and years he's too soft with you all,' said Filch, chuckling nastily.",Harry Potter And The Order Of The Phoenix,5365,unknown,54
Yerse,"'Yerse… I've been telling Dumbledore for years and years he's too soft with you all,' said Filch, chuckling nastily.",Harry Potter And The Order Of The Phoenix,5365,unknown,54
Filch,"'Yerse… I've been telling Dumbledore for years and years he's too soft with you all,' said Filch, chuckling nastily.",Harry Potter And The Order Of The Phoenix,5365,unknown,54
Stink Pellets,"'You filthy little beasts would never have dropped Stink Pellets if you'd known I had it in my power to whip you raw, would you, now?",Harry Potter And The Order Of The Phoenix,5365,unknown,54
Potter,"But when Educational Decree Number Twenty-nine comes in, Potter, I'll be allowed to do them things… and she's asked the Minister to sign an order for the expulsion of Peeves… oh, things are going to be very different around here with her in charge",Harry Potter And The Order Of The Phoenix,5365,unknown,54
Harry,"Umbridge had obviously gone to some lengths to get Filch on her side, Harry thought, and the worst of it was that he would probably prove an important weapon; his knowledge of the school's secret passageways and hiding places was probably second only to that of the Weasley twins.",Harry Potter And The Order Of The Phoenix,5366,unknown,54
Weasley,"Umbridge had obviously gone to some lengths to get Filch on her side, Harry thought, and the worst of it was that he would probably prove an important weapon; his knowledge of the school's secret passageways and hiding places was probably second only to that of the Weasley twins.",Harry Potter And The Order Of The Phoenix,5366,unknown,54
Filch,"Umbridge had obviously gone to some lengths to get Filch on her side, Harry thought, and the worst of it was that he would probably prove an important weapon; his knowledge of the school's secret passageways and hiding places was probably second only to that of the Weasley twins.",Harry Potter And The Order Of The Phoenix,5366,unknown,54
Harry,"Umbridge's office, so very familiar to Harry from his many detentions, was the same as usual except for the large wooden block lying across the front of her desk on which golden letters spelled the word: HEADMISTRESS.",Harry Potter And The Order Of The Phoenix,5368,unknown,54
Firebolt,"Also, his Firebolt and Fred and George's Cleansweeps, which he saw with a pang, were chained and padlocked to a stout iron peg in the wall behind the desk.",Harry Potter And The Order Of The Phoenix,5368,unknown,54
Umbridge,"'Sit,' said Umbridge curtly, pointing towards a chair.",Harry Potter And The Order Of The Phoenix,5371,unknown,54
Albus Dumbledore,'Where is Albus Dumbledore?',Harry Potter And The Order Of The Phoenix,5383,unknown,54
Dumbledore,You and Dumbledore have been in this together from the beginning.,Harry Potter And The Order Of The Phoenix,5384,unknown,54
Potter,"Consider your position, Mr Potter…'",Harry Potter And The Order Of The Phoenix,5384,unknown,54
Harry,Harry's stomach turned over and his hand holding the teacup shook so that it rattled in its saucer.,Harry Potter And The Order Of The Phoenix,5387,unknown,54
Potter,"I repeat, Mr Potter… where is Sirius Black?'",Harry Potter And The Order Of The Phoenix,5388,unknown,54
Harry,They stared at each other so long that Harry felt his eyes watering.,Harry Potter And The Order Of The Phoenix,5390,unknown,54
Potter,"'Very well, Potter, I will take your word for it this time, but be warned: the might of the Ministry stands behind me.",Harry Potter And The Order Of The Phoenix,5391,unknown,54
Floo Network Regulator,"A Floo Network Regulator is keeping watch over every fire in Hogwarts - except my own, of course.",Harry Potter And The Order Of The Phoenix,5391,unknown,54
Filch,And Mr Filch is observing all secret passages in and out of the castle.,Harry Potter And The Order Of The Phoenix,5391,unknown,54
Potter,"'Back to lunch you go, Potter!'",Harry Potter And The Order Of The Phoenix,5394,unknown,54
Umbridge,"cried Umbridge, raising her wand and dashing out of the office.",Harry Potter And The Order Of The Phoenix,5394,unknown,54
Harry,Somebody (and Harry had a very shrewd idea who) had set off what seemed to be an enormous crate of enchanted fireworks.,Harry Potter And The Order Of The Phoenix,5395,unknown,54
Harry,"As Harry watched, one of the larger Catherine wheels seemed to decide that what it needed was more room to manoeuvre; it whirled towards Umbridge and Filch with a sinister 'wheeeeeeeeee'.",Harry Potter And The Order Of The Phoenix,5397,unknown,54
Catherine,"As Harry watched, one of the larger Catherine wheels seemed to decide that what it needed was more room to manoeuvre; it whirled towards Umbridge and Filch with a sinister 'wheeeeeeeeee'.",Harry Potter And The Order Of The Phoenix,5397,unknown,54
Umbridge,"shrieked Umbridge, 'they'll be all over the school unless we do something - Stupefy]'",Harry Potter And The Order Of The Phoenix,5398,unknown,54
George,"'Cheers,' whispered George, wiping tears of laughter from his face.",Harry Potter And The Order Of The Phoenix,5404,unknown,55
Mcgonagall,"'Dear, dear,' said Professor McGonagall sardonically, as one of the dragons soared around her classroom, emitting loud bangs and exhaling flame.",Harry Potter And The Order Of The Phoenix,5406,unknown,55
Brown,"'Miss Brown, would you mind running along to the Headmistress and informing her that we have an escaped firework in our classroom?'",Harry Potter And The Order Of The Phoenix,5406,unknown,55
Wildfire Whiz-Bangs,'Weasleys' Wildfire Whiz-bangs.,Harry Potter And The Order Of The Phoenix,5412,unknown,55
Hermione,"'If you want to add your name to the waiting list, Hermione, it's five Galleons for your Basic Blaze box and twenty for the Deflagration Deluxe…'",Harry Potter And The Order Of The Phoenix,5413,unknown,55
Hermione,"'Now you mention it,' said Hermione happily,'d'you know… I think I'm feeling a bit… rebellious.'",Harry Potter And The Order Of The Phoenix,5417,unknown,55
Harry,Harry spent the whole of the next day dreading what Snape was going to say if he found out how much further into the Department of Mysteries Harry had penetrated during his last dream.,Harry Potter And The Order Of The Phoenix,5431,unknown,55
Cho,"'Well… we all got away, didn't we?' said Cho pleadingly.",Harry Potter And The Order Of The Phoenix,5439,unknown,55
Hermione Granger'S,"That was a really horrible trick of Hermione Granger's,' said Cho fiercely.",Harry Potter And The Order Of The Phoenix,5441,unknown,55
Cho,"That was a really horrible trick of Hermione Granger's,' said Cho fiercely.",Harry Potter And The Order Of The Phoenix,5441,unknown,55
Harry,"'I think it was a brilliant idea,' said Harry coldly.",Harry Potter And The Order Of The Phoenix,5442,unknown,55
Cho,Cho flushed and her eyes grew brighter.,Harry Potter And The Order Of The Phoenix,5442,unknown,55
Cho,"Cho said furiously, turning on her heel and stalking off.",Harry Potter And The Order Of The Phoenix,5445,unknown,55
Potter,"'You're late, Potter,' said Snape coldly, as Harry closed the door behind him.",Harry Potter And The Order Of The Phoenix,5447,unknown,55
Harry,"'You're late, Potter,' said Snape coldly, as Harry closed the door behind him.",Harry Potter And The Order Of The Phoenix,5447,unknown,55
Harry,"Harry moved into his usual position, facing Snape with the desk between them.",Harry Potter And The Order Of The Phoenix,5451,unknown,55
Potter,'Potter is here for a little remedial Potions.',Harry Potter And The Order Of The Phoenix,5455,unknown,55
Montague,"They've found Montague, sir, he's turned up jammed inside a toilet on the fourth floor.'",Harry Potter And The Order Of The Phoenix,5459,unknown,55
Malfoy,"Malfoy mouthed, 'Remedial Potions?'",Harry Potter And The Order Of The Phoenix,5461,unknown,55
Harry,"Seething, Harry replaced his wand inside his robes and made to leave the room.",Harry Potter And The Order Of The Phoenix,5462,unknown,55
Harry,Snape's thoughts… things he did not want Harry to see if he broke through Snape's defences accidentally…,Harry Potter And The Order Of The Phoenix,5464,unknown,55
Harry,"Harry looked over his shoulder, his heart now pumping harder and faster than ever.",Harry Potter And The Order Of The Phoenix,5467,unknown,55
Montague,How long would it take Snape to release Montague from the toilet?,Harry Potter And The Order Of The Phoenix,5467,unknown,55
Montague,"Would he come straight back to his office afterwards, or accompany Montague to the hospital wing?",Harry Potter And The Order Of The Phoenix,5467,unknown,55
Flitwick,"Turning, he saw the top of Professor Flitwick's head moving between the desks a short distance away.",Harry Potter And The Order Of The Phoenix,5477,unknown,55
Harry,"Harry moved so quickly that, had he been solid, he would have knocked desks flying.",Harry Potter And The Order Of The Phoenix,5478,unknown,55
Harry,"So that meant Wormtail had to be around here somewhere, too… and sure enough, Harry spotted him within seconds: a small, mousy-haired boy with a pointed nose.",Harry Potter And The Order Of The Phoenix,5483,unknown,55
Flitwick,"Thank you… thank you,' panted Professor Flitwick.",Harry Potter And The Order Of The Phoenix,5486,unknown,55
Harry,"Harry looked around and glimpsed Snape a short way away, moving between the tables towards the doors to the Entrance Hall, still absorbed in his own exam paper.",Harry Potter And The Order Of The Phoenix,5488,unknown,55
Harry,"A gang of chattering girls separated Snape from James, Sirius and Lupin, and by planting himself in their midst, Harry managed to keep Snape in sight while straining his ears to catch the voices of James and his friends.",Harry Potter And The Order Of The Phoenix,5489,unknown,55
James,"A gang of chattering girls separated Snape from James, Sirius and Lupin, and by planting himself in their midst, Harry managed to keep Snape in sight while straining his ears to catch the voices of James and his friends.",Harry Potter And The Order Of The Phoenix,5489,unknown,55
Sirius,"'Did you like question ten, Moony?' asked Sirius as they emerged into the Entrance Hall.",Harry Potter And The Order Of The Phoenix,5490,unknown,55
James,'D'you think you managed to get all the signs?' said James in tones of mock concern.,Harry Potter And The Order Of The Phoenix,5492,unknown,55
Lupin,"Think I did,' said Lupin seriously, as they joined the crowd thronging around the front doors eager to get out into the sunlit grounds.",Harry Potter And The Order Of The Phoenix,5493,unknown,55
James,"'How thick are you, Wormtail?' said James impatiently.",Harry Potter And The Order Of The Phoenix,5495,unknown,55
Harry,"By keeping a little ahead of him, Harry managed to maintain a close watch on James and the others.",Harry Potter And The Order Of The Phoenix,5496,unknown,55
James,"By keeping a little ahead of him, Harry managed to maintain a close watch on James and the others.",Harry Potter And The Order Of The Phoenix,5496,unknown,55
Til,Til be surprised if I don't get “Outstanding” on it at least.',Harry Potter And The Order Of The Phoenix,5497,unknown,55
Lupin,Lupin had pulled out a book and was reading.,Harry Potter And The Order Of The Phoenix,5501,unknown,56
James,"James was still playing with the Snitch, letting it zoom further and further away, almost escaping but always grabbed at the last second.",Harry Potter And The Order Of The Phoenix,5501,unknown,56
Harry,Harry had the distinct impression that Sirius was the only one for whom James would have stopped showing off.,Harry Potter And The Order Of The Phoenix,5503,unknown,56
James,Harry had the distinct impression that Sirius was the only one for whom James would have stopped showing off.,Harry Potter And The Order Of The Phoenix,5503,unknown,56
Lupin,"'You might,' said Lupin darkly from behind his book.",Harry Potter And The Order Of The Phoenix,5504,unknown,56
Padfoot,"This'll liven you up, Padfoot,' said James quietly.",Harry Potter And The Order Of The Phoenix,5506,unknown,56
James,"This'll liven you up, Padfoot,' said James quietly.",Harry Potter And The Order Of The Phoenix,5506,unknown,56
James,"Snape reacted so fast it was as though he had been expecting an attack: dropping his bag, he plunged his hand inside his robes and his wand was halfway into the air when James shouted, 'Expelliarmus!'",Harry Potter And The Order Of The Phoenix,5510,unknown,56
James,"'You - wait,' he panted, staring up at James with an expression of purest loathing, 'you - wait!'",Harry Potter And The Order Of The Phoenix,5517,unknown,56
James,"'Wash out your mouth,' said James coldly.",Harry Potter And The Order Of The Phoenix,5520,unknown,56
Wash,"'Wash out your mouth,' said James coldly.",Harry Potter And The Order Of The Phoenix,5520,unknown,56
James,"'Well,' said James, appearing to deliberate the point, 'it's more the fact that he exists, if you know what I mean…'",Harry Potter And The Order Of The Phoenix,5526,unknown,56
Lupin,"Many of the surrounding students laughed, Sirius and Wormtail included, but Lupin, still apparently intent on his book, didn't, and nor did Lily.",Harry Potter And The Order Of The Phoenix,5527,unknown,56
Lily,"Many of the surrounding students laughed, Sirius and Wormtail included, but Lupin, still apparently intent on his book, didn't, and nor did Lily.",Harry Potter And The Order Of The Phoenix,5527,unknown,56
Potter,"'But you're just an arrogant, bullying toerag, Potter.",Harry Potter And The Order Of The Phoenix,5528,unknown,56
James,"But too late; Snape had directed his wand straight at James; there was a flash of light and a gash appeared on the side of James's face, spattering his robes with blood.",Harry Potter And The Order Of The Phoenix,5533,unknown,56
James,"James whirled about: a second flash of light later, Snape was hanging upside-down in the air, his robes falling over his head to reveal skinny, pallid legs and a pair of greying underpants.",Harry Potter And The Order Of The Phoenix,5533,unknown,56
James,"'Ah, Evans, don't make me hex you,' said James earnestly.",Harry Potter And The Order Of The Phoenix,5538,unknown,56
James,"James sighed deeply, then turned to Snape and muttered the counter-curse.",Harry Potter And The Order Of The Phoenix,5539,unknown,56
Evans,"'You're lucky Evans was here, Snivellus —'",Harry Potter And The Order Of The Phoenix,5540,unknown,56
Potter,"'So… been enjoying yourself, Potter?'",Harry Potter And The Order Of The Phoenix,5553,unknown,56
Harry,"'Amusing man, your father, wasn't he?' said Snape, shaking Harry so hard his glasses slipped down his nose.",Harry Potter And The Order Of The Phoenix,5555,unknown,56
Harry,Snape threw Harry from him with all his might.,Harry Potter And The Order Of The Phoenix,5556,unknown,56
Harry,"And as Harry hurtled towards the door, a jar of dead cockroaches exploded over his head.",Harry Potter And The Order Of The Phoenix,5560,unknown,56
Hermione,"He had no desire at all to return to Gryffindor Tower so early, nor to tell Ron and Hermione what he had just seen.",Harry Potter And The Order Of The Phoenix,5561,unknown,56
Ron,"He had no desire at all to return to Gryffindor Tower so early, nor to tell Ron and Hermione what he had just seen.",Harry Potter And The Order Of The Phoenix,5561,unknown,56
Harry,"What was making Harry feel so horrified and unhappy was not being shouted at or having jars thrown at him; it was that he knew how it felt to be humiliated in the middle of a circle of onlookers, knew exactly how Snape had felt as his father had taunted him, and that judging from what he had just seen, his father had been every bit as arrogant as Snape had always told him.",Harry Potter And The Order Of The Phoenix,5561,unknown,56
Harry,"'No,' said Harry forcefully.",Harry Potter And The Order Of The Phoenix,5566,unknown,56
Hermione,"It was the first day of the Easter holidays and Hermione, as was her custom, had spent a large part of the day drawing up revision timetables for the three of them.",Harry Potter And The Order Of The Phoenix,5567,unknown,56
Harry,"Harry and Ron had let her do it; it was easier than arguing with her and, in any case, they might come in useful.",Harry Potter And The Order Of The Phoenix,5567,unknown,56
Ron,"Harry and Ron had let her do it; it was easier than arguing with her and, in any case, they might come in useful.",Harry Potter And The Order Of The Phoenix,5567,unknown,56
Ron,"'I dunno,' said Ron, 'there's been a lot going on.'",Harry Potter And The Order Of The Phoenix,5570,unknown,56
Dad,'We've got about as much chance of winning the Quidditch Cup this year as Dad's got of becoming Minister for Magic.',Harry Potter And The Order Of The Phoenix,5572,unknown,56
Harry,"Ron went into a rant about Marietta Edgecombe, which Harry found helpful; all he had to do was look angry, nod and say 'Yeah'",Harry Potter And The Order Of The Phoenix,5578,unknown,56
Ron,"Ron went into a rant about Marietta Edgecombe, which Harry found helpful; all he had to do was look angry, nod and say 'Yeah'",Harry Potter And The Order Of The Phoenix,5578,unknown,56
Marietta Edgecombe,"Ron went into a rant about Marietta Edgecombe, which Harry found helpful; all he had to do was look angry, nod and say 'Yeah'",Harry Potter And The Order Of The Phoenix,5578,unknown,56
James,"Whenever someone had told him he was like James, he had glowed with pride inside.",Harry Potter And The Order Of The Phoenix,5582,unknown,56
Harry,"The weather grew breezier, brighter and warmer as the Easter holidays passed, but Harry, along with the rest of the fifth- and seventh-years, was trapped inside, revising, traipsing back and forth to the library.",Harry Potter And The Order Of The Phoenix,5583,unknown,56
Harry,"Harry pretended his bad mood had no other cause but the approaching exams, and as his fellow Gryffindors were sick of studying themselves, his excuse went unchallenged.",Harry Potter And The Order Of The Phoenix,5583,unknown,56
Ron,"It was late on Sunday evening: Hermione had gone back to Gryffindor Tower to revise Ancient Runes, and Ron had Quidditch practice.",Harry Potter And The Order Of The Phoenix,5584,unknown,56
