character,event_summary,book,paragraph_num,event_type,chapter_estimate,entities_mentioned
Quaffle,"Compared with the Quaffle and the Bludgers, it was tiny, about the size of a large walnut.",Harry Potter And The Sorcerers Stone,1171,other,12,"Quaffle, Bludgers"
’S Seeker,"You’ve got to weave in and out of the Chasers, Beaters, Bludgers, and Quaffle to get it before the other team’s Seeker, because whichever Seeker catches the Snitch wins his team an extra hundred and fifty points, so they nearly always win.",Harry Potter And The Sorcerers Stone,1172,other,12,"the Chasers, Beaters,, Bludgers, ’s Seeker, Snitch"
Seekers,That’s why Seekers get fouled so much.,Harry Potter And The Sorcerers Stone,1172,other,12,Seekers
Harry,"Harry didn’t miss a single one, and Wood was delighted.",Harry Potter And The Sorcerers Stone,1176,other,12,"Harry, Wood"
Flitwick,"Even better, Professor Flitwick announced in Charms that he thought they were ready to start making objects fly, something they had all been dying to try since they’d seen him make Neville’s toad zoom around the classroom.",Harry Potter And The Sorcerers Stone,1179,magic,12,"Flitwick, Charms, Neville"
Flitwick,Professor Flitwick put the class into pairs to practice.,Harry Potter And The Sorcerers Stone,1179,other,12,Flitwick
Flitwick,"“Now, don’t forget that nice wrist movement we’ve been practicing!” squeaked Professor Flitwick, perched on top of his pile of books as usual.",Harry Potter And The Sorcerers Stone,1180,other,12,Flitwick
Wizard Baruffio,"And saying the magic words properly is very important, too — never forget Wizard Baruffio, who said ‘s’ instead of ‘f’ and found himself on the floor with a buffalo on his chest.”",Harry Potter And The Sorcerers Stone,1180,discovery,12,Wizard Baruffio
Ron,"Ron, at the next table, wasn’t having much more luck.",Harry Potter And The Sorcerers Stone,1182,other,12,Ron
Flitwick,"cried Professor Flitwick, clapping.",Harry Potter And The Sorcerers Stone,1188,emotional,12,Flitwick
Ron,Ron was in a very bad mood by the end of the class.,Harry Potter And The Sorcerers Stone,1189,other,12,Ron
Harry,Someone knocked into Harry as they hurried past him.,Harry Potter And The Sorcerers Stone,1191,other,12,Harry
Harry,Harry caught a glimpse of her face — and was startled to see that she was in tears.,Harry Potter And The Sorcerers Stone,1191,emotional,12,Harry
Parvati Patil,"On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls’ bathroom and wanted to be left alone.",Harry Potter And The Sorcerers Stone,1193,movement,12,"Harry, Ron, Parvati Patil, Lavender, Hermione"
Lavender,"On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls’ bathroom and wanted to be left alone.",Harry Potter And The Sorcerers Stone,1193,movement,12,"Harry, Ron, Parvati Patil, Lavender, Hermione"
Hermione,"On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls’ bathroom and wanted to be left alone.",Harry Potter And The Sorcerers Stone,1193,movement,12,"Harry, Ron, Parvati Patil, Lavender, Hermione"
Ron,"On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls’ bathroom and wanted to be left alone.",Harry Potter And The Sorcerers Stone,1193,movement,12,"Harry, Ron, Parvati Patil, Lavender, Hermione"
Harry,"On their way down to the Great Hall for the Halloween feast, Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls’ bathroom and wanted to be left alone.",Harry Potter And The Sorcerers Stone,1193,movement,12,"Harry, Ron, Parvati Patil, Lavender, Hermione"
Dumbledore,"Everyone stared as he reached Professor Dumbledore’s chair, slumped against the table, and gasped, “Troll — in the dungeons — thought you ought to know.”",Harry Potter And The Sorcerers Stone,1195,other,12,"Dumbledore, Troll"
Harry,"Harry sniffed and a foul stench reached his nostrils, a mixture of old socks and the kind of public toilet no one seems to clean.",Harry Potter And The Sorcerers Stone,1209,other,13,Harry
Ron,"Ron pointed — at the end of a passage to the left, something huge was moving toward them.",Harry Potter And The Sorcerers Stone,1210,romantic,13,Ron
Harry,"With one great leap, Harry managed to grab the key, slam the door, and lock it.",Harry Potter And The Sorcerers Stone,1214,other,13,Harry
Hermione Granger,"Hermione Granger was shrinking against the wall opposite, looking as if she was about to faint.",Harry Potter And The Sorcerers Stone,1217,movement,13,Hermione Granger
Harry,"Harry said desperately to Ron, and, seizing a tap, he threw it as hard as he could against the wall.",Harry Potter And The Sorcerers Stone,1218,dialogue,13,"Harry, Ron"
Ron,"Harry said desperately to Ron, and, seizing a tap, he threw it as hard as he could against the wall.",Harry Potter And The Sorcerers Stone,1218,dialogue,13,"Harry, Ron"
Harry,Its mean little eyes saw Harry.,Harry Potter And The Sorcerers Stone,1219,other,13,Harry
Harry,"The troll couldn’t feel Harry hanging there, but even a troll will notice if you stick a long bit of wood up its nose, and Harry’s wand had still been in his hand when he’d jumped – it had gone straight up one of the troll’s nostrils.",Harry Potter And The Sorcerers Stone,1223,magic,13,"Harry, Harry’s"
Harry’S,"The troll couldn’t feel Harry hanging there, but even a troll will notice if you stick a long bit of wood up its nose, and Harry’s wand had still been in his hand when he’d jumped – it had gone straight up one of the troll’s nostrils.",Harry Potter And The Sorcerers Stone,1223,magic,13,"Harry, Harry’s"
Ron,Hermione had sunk to the floor in fright; Ron pulled out his own wand — not knowing what he was going to do he heard himself cry the first spell that came into his head: “Wingardium Leviosa!”,Harry Potter And The Sorcerers Stone,1225,movement,13,Ron
Harry,Harry had never seen her look so angry.,Harry Potter And The Sorcerers Stone,1231,emotional,13,Harry
Harry,"Snape gave Harry a swift, piercing look.",Harry Potter And The Sorcerers Stone,1233,other,13,Harry
Hermione Granger,"Hermione Granger, telling a downright lie to a teacher?",Harry Potter And The Sorcerers Stone,1236,movement,13,Hermione Granger
Harry,Harry and Ron tried to look as though this story wasn’t new to them.,Harry Potter And The Sorcerers Stone,1238,other,13,"Harry, Ron"
Ron,Harry and Ron tried to look as though this story wasn’t new to them.,Harry Potter And The Sorcerers Stone,1238,other,13,"Harry, Ron"
Hermione,"Hermione was the last person to do anything against the rules, and here she was, pretending she had, to get them out of trouble.",Harry Potter And The Sorcerers Stone,1240,other,13,
Dumbledore,Professor Dumbledore will be informed of this.,Harry Potter And The Sorcerers Stone,1242,other,13,Dumbledore
Harry,"“She might not have needed saving if we hadn’t locked the thing in with her,” Harry reminded him.",Harry Potter And The Sorcerers Stone,1246,other,13,Harry
Hermione Granger,"But from that moment on, Hermione Granger became their friend.",Harry Potter And The Sorcerers Stone,1248,movement,13,Hermione Granger
Quidditch,"Hagrid could be seen from the upstairs windows defrosting broomsticks on the Quidditch field, bundled up in a long moleskin overcoat, rabbit fur gloves, and enormous beaverskin boots.",Harry Potter And The Sorcerers Stone,1249,romantic,13,"Hagrid, Quidditch"
Harry,"On Saturday, Harry would be playing in his first match after weeks of training: Gryffindor versus Slytherin.",Harry Potter And The Sorcerers Stone,1250,other,13,Harry
Gryffindor,"If Gryffindor won, they would move up into second place in the house championship.",Harry Potter And The Sorcerers Stone,1250,other,13,Gryffindor
Harry,"Hardly anyone had seen Harry play because Wood had decided that, as their secret weapon, Harry should be kept, well, secret.",Harry Potter And The Sorcerers Stone,1251,other,13,"Harry, Wood, Harry"
Harry,"But the news that he was playing Seeker had leaked out somehow, and Harry didn’t know which was worse — people telling him he’d be brilliant or people telling him they’d be running around underneath him holding a mattress.",Harry Potter And The Sorcerers Stone,1251,other,13,"Seeker, Harry"
Seeker,"But the news that he was playing Seeker had leaked out somehow, and Harry didn’t know which was worse — people telling him he’d be brilliant or people telling him they’d be running around underneath him holding a mattress.",Harry Potter And The Sorcerers Stone,1251,other,13,"Seeker, Harry"
Harry,It was really lucky that Harry now had Hermione as a friend.,Harry Potter And The Sorcerers Stone,1252,other,13,"Harry, Hermione"
Harry,"Harry learned that there were seven hundred ways of committing a Quidditch foul and that all of them had happened during a World Cup match in 1473; that Seekers were usually the smallest and fastest players, and that most serious Quidditch accidents seemed to happen to them; that although people rarely died playing Quidditch, referees had been known to vanish and turn up months later in the Sahara Desert.",Harry Potter And The Sorcerers Stone,1253,discovery,13,"Harry, Seekers, Quidditch, the Sahara Desert"
Quidditch,"Harry learned that there were seven hundred ways of committing a Quidditch foul and that all of them had happened during a World Cup match in 1473; that Seekers were usually the smallest and fastest players, and that most serious Quidditch accidents seemed to happen to them; that although people rarely died playing Quidditch, referees had been known to vanish and turn up months later in the Sahara Desert.",Harry Potter And The Sorcerers Stone,1253,discovery,13,"Harry, Seekers, Quidditch, the Sahara Desert"
Seekers,"Harry learned that there were seven hundred ways of committing a Quidditch foul and that all of them had happened during a World Cup match in 1473; that Seekers were usually the smallest and fastest players, and that most serious Quidditch accidents seemed to happen to them; that although people rarely died playing Quidditch, referees had been known to vanish and turn up months later in the Sahara Desert.",Harry Potter And The Sorcerers Stone,1253,discovery,13,"Harry, Seekers, Quidditch, the Sahara Desert"
Harry,"Hermione had become a bit more relaxed about breaking rules since Harry and Ron had saved her from the mountain troll, and she was much nicer for it.",Harry Potter And The Sorcerers Stone,1254,other,13,"Harry, Ron"
Ron,"Hermione had become a bit more relaxed about breaking rules since Harry and Ron had saved her from the mountain troll, and she was much nicer for it.",Harry Potter And The Sorcerers Stone,1254,other,13,"Harry, Ron"
Harry,Harry noticed at once that Snape was limping.,Harry Potter And The Sorcerers Stone,1254,other,13,"Harry, Snape"
Harry,"Harry, Ron, and Hermione moved closer together to block the fire from view; they were sure it wouldn’t be allowed.",Harry Potter And The Sorcerers Stone,1254,other,13,"Harry, Ron,, Hermione"
Ron,"Harry, Ron, and Hermione moved closer together to block the fire from view; they were sure it wouldn’t be allowed.",Harry Potter And The Sorcerers Stone,1254,other,13,"Harry, Ron,, Hermione"
Harry,Hermione was checking Harry and Ron’s Charms homework for them.,Harry Potter And The Sorcerers Stone,1259,magic,13,"Harry, Ron’s"
Ron’S,Hermione was checking Harry and Ron’s Charms homework for them.,Harry Potter And The Sorcerers Stone,1259,magic,13,"Harry, Ron’s"
Harry,"Harry left, before Snape could take any more points from Gryffindor.",Harry Potter And The Sorcerers Stone,1267,movement,13,"Harry, Snape, Gryffindor"
Dumbledore,"“I know he’s not very nice, but he wouldn’t try and steal something Dumbledore was keeping safe.”",Harry Potter And The Sorcerers Stone,1270,other,13,Dumbledore
Harry,"“Harry, you need your strength,” said Seamus Finnigan.",Harry Potter And The Sorcerers Stone,1275,dialogue,13,"Harry, Seamus Finnigan"
Seamus Finnigan,"“Harry, you need your strength,” said Seamus Finnigan.",Harry Potter And The Sorcerers Stone,1275,dialogue,13,"Harry, Seamus Finnigan"
Potter,"It said Potter for President, and Dean, who was good at drawing, had done a large Gryffindor lion underneath.",Harry Potter And The Sorcerers Stone,1278,dialogue,13,"Potter, Dean"
Dean,"It said Potter for President, and Dean, who was good at drawing, had done a large Gryffindor lion underneath.",Harry Potter And The Sorcerers Stone,1278,dialogue,13,"Potter, Dean"
Harry,"Meanwhile, in the locker room, Harry and the rest of the team were changing into their scarlet Quidditch robes (Slytherin would be playing in green).",Harry Potter And The Sorcerers Stone,1279,other,13,"Harry, Quidditch, Slytherin"
Quidditch,"Meanwhile, in the locker room, Harry and the rest of the team were changing into their scarlet Quidditch robes (Slytherin would be playing in green).",Harry Potter And The Sorcerers Stone,1279,other,13,"Harry, Quidditch, Slytherin"
Gryffindor,“This is the best team Gryffindor’s had in years.,Harry Potter And The Sorcerers Stone,1281,other,13,Gryffindor
Hooch,Madam Hooch was refereeing.,Harry Potter And The Sorcerers Stone,1283,other,13,Hooch
Harry,"Harry noticed that she seemed to be speaking particularly to the Slytherin Captain, Marcus Flint, a sixth year.",Harry Potter And The Sorcerers Stone,1284,other,13,"Harry, the Slytherin Captain, Marcus Flint"
Harry,Harry thought Flint looked as if he had some troll blood in him.,Harry Potter And The Sorcerers Stone,1284,other,13,"Harry, Flint"
Madam Hooch,Madam Hooch gave a loud blast on her silver whistle.,Harry Potter And The Sorcerers Stone,1285,other,13,Madam Hooch
Weasley,"The Weasley twins’ friend, Lee Jordan, was doing the commentary for the match, closely watched by Professor McGonagall.",Harry Potter And The Sorcerers Stone,1288,other,13,"Weasley, Lee Jordan, McGonagall"
Lee Jordan,"The Weasley twins’ friend, Lee Jordan, was doing the commentary for the match, closely watched by Professor McGonagall.",Harry Potter And The Sorcerers Stone,1288,other,13,"Weasley, Lee Jordan, McGonagall"
Mcgonagall,"The Weasley twins’ friend, Lee Jordan, was doing the commentary for the match, closely watched by Professor McGonagall.",Harry Potter And The Sorcerers Stone,1288,other,13,"Weasley, Lee Jordan, McGonagall"
Harry,"“Kept outta trouble, though, that’s somethin’,” said Hagrid, raising his binoculars and peering skyward at the speck that was Harry.",Harry Potter And The Sorcerers Stone,1294,dialogue,13,"Hagrid, Harry"
Harry,"Way up above them, Harry was gliding over the game, squinting about for some sign of the Snitch.",Harry Potter And The Sorcerers Stone,1295,other,13,"Harry, Snitch"
Lee Jordan,"“Slytherin in possession,” Lee Jordan was saying, “Chaser Pucey ducks two Bludgers, two Weasleys, and Chaser Bell, and speeds toward the — wait a moment — was that the Snitch?”",Harry Potter And The Sorcerers Stone,1299,other,13,"Lee Jordan, Bludgers, Chaser Bell, Snitch"
Chaser Bell,"“Slytherin in possession,” Lee Jordan was saying, “Chaser Pucey ducks two Bludgers, two Weasleys, and Chaser Bell, and speeds toward the — wait a moment — was that the Snitch?”",Harry Potter And The Sorcerers Stone,1299,other,13,"Lee Jordan, Bludgers, Chaser Bell, Snitch"
Seeker Terence Higgs,"Slytherin Seeker Terence Higgs had seen it, too.",Harry Potter And The Sorcerers Stone,1301,other,14,
Harry,"Harry was faster than Higgs — he could see the little round ball, wings fluttering, darting up ahead — he put on an extra spurt of speed —",Harry Potter And The Sorcerers Stone,1302,other,14,Harry
Hooch,Madam Hooch spoke angrily to Flint and then ordered a free shot at the goal posts for Gryffindor.,Harry Potter And The Sorcerers Stone,1304,other,14,"Hooch, Flint, Gryffindor"
Harry,Flint coulda knocked Harry outta the air.”,Harry Potter And The Sorcerers Stone,1307,other,14,"Flint, Harry"
Harry,"It was as Harry dodged another Bludger, which went spinning dangerously past his head, that it happened.",Harry Potter And The Sorcerers Stone,1311,movement,14,Harry
Ron,Ron grabbed the binoculars.,Harry Potter And The Sorcerers Stone,1320,other,14,Ron
Harry,Harry decided on the truth.,Harry Potter And The Sorcerers Stone,1332,other,14,Harry
Gryffindor,"While the Gryffindor common room and the Great Hall had roaring fires, the drafty corridors had become icy and a bitter wind rattled the windows in the classrooms.",Harry Potter And The Sorcerers Stone,1343,other,14,Gryffindor
Draco Malfoy,"“I do feel so sorry,” said Draco Malfoy, one Potions class, “for all those people who have to stay at Hogwarts for Christmas because they’re not wanted at home.”",Harry Potter And The Sorcerers Stone,1344,dialogue,14,Draco Malfoy
Harry,"Harry, who was measuring out powdered spine of lionfish, ignored them.",Harry Potter And The Sorcerers Stone,1345,other,14,Harry
Malfoy,Malfoy had been even more unpleasant than usual since the Quidditch match.,Harry Potter And The Sorcerers Stone,1345,other,14,Malfoy
Harry,It was true that Harry wasn’t going back to Privet Drive for Christmas.,Harry Potter And The Sorcerers Stone,1346,other,14,"Harry, Privet Drive"
Privet Drive,It was true that Harry wasn’t going back to Privet Drive for Christmas.,Harry Potter And The Sorcerers Stone,1346,other,14,"Harry, Privet Drive"
Malfoy,“Would you mind moving out of the way?” came Malfoy’s cold drawl from behind them.,Harry Potter And The Sorcerers Stone,1349,movement,14,Malfoy
Weasley,"“Are you trying to earn some extra money, Weasley?",Harry Potter And The Sorcerers Stone,1349,other,14,Weasley
Goyle,"Malfoy, Crabbe, and Goyle pushed roughly past the tree, scattering needles everywhere and smirking.",Harry Potter And The Sorcerers Stone,1353,other,14,"Malfoy, Crabbe, Goyle"
Flitwick,"So the three of them followed Hagrid and his tree off to the Great Hall, where Professor McGonagall and Professor Flitwick were busy with the Christmas decorations.",Harry Potter And The Sorcerers Stone,1357,other,14,"Hagrid, McGonagall, Flitwick"
Mcgonagall,"So the three of them followed Hagrid and his tree off to the Great Hall, where Professor McGonagall and Professor Flitwick were busy with the Christmas decorations.",Harry Potter And The Sorcerers Stone,1357,other,14,"Hagrid, McGonagall, Flitwick"
Harry,"“And that reminds me — Harry, Ron, we’ve got half an hour before lunch, we should be in the library.”",Harry Potter And The Sorcerers Stone,1361,other,14,"Harry, Ron"
Ron,"“And that reminds me — Harry, Ron, we’ve got half an hour before lunch, we should be in the library.”",Harry Potter And The Sorcerers Stone,1361,other,14,"Harry, Ron"
Nicolas Flamel,“Ever since you mentioned Nicolas Flamel we’ve been trying to find out who he is.”,Harry Potter And The Sorcerers Stone,1364,other,14,Nicolas Flamel
Ron,"“Just have to find out for ourselves, then,” said Ron, and they left Hagrid looking disgruntled and hurried off to the library.",Harry Potter And The Sorcerers Stone,1368,movement,14,"Ron, Hagrid"
Harry,Harry wandered over to the Restricted Section.,Harry Potter And The Sorcerers Stone,1370,magic,14,"Harry, the Restricted Section"
Hogwarts,"These were the books containing powerful Dark Magic never taught at Hogwarts, and only read by older students studying advanced Defense Against the Dark Arts.",Harry Potter And The Sorcerers Stone,1370,magic,14,"Dark Magic, Hogwarts, Defense Against the Dark Arts"
Ron,"He, Ron, and Hermione had already agreed they’d better not ask Madam Pince where they could find Flamel.",Harry Potter And The Sorcerers Stone,1372,other,14,"Ron, Hermione, Flamel"
Flamel,"He, Ron, and Hermione had already agreed they’d better not ask Madam Pince where they could find Flamel.",Harry Potter And The Sorcerers Stone,1372,other,14,"Ron, Hermione, Flamel"
Harry,"Harry waited outside in the corridor to see if the other two had found anything, but he wasn’t very hopeful.",Harry Potter And The Sorcerers Stone,1373,discovery,14,Harry
Ron,"“And you could ask your parents if they know who Flamel is,” said Ron.",Harry Potter And The Sorcerers Stone,1376,dialogue,14,"Flamel, Ron"
Flamel,"“And you could ask your parents if they know who Flamel is,” said Ron.",Harry Potter And The Sorcerers Stone,1376,dialogue,14,"Flamel, Ron"
Hermione,"“Very safe, as they’re both dentists,” said Hermione.",Harry Potter And The Sorcerers Stone,1377,dialogue,14,Hermione
Malfoy,"They sat by the hour eating anything they could spear on a toasting fork — bread, English muffins, marshmallows — and plotting ways of getting Malfoy expelled, which were fun to talk about even if they wouldn’t work.",Harry Potter And The Sorcerers Stone,1378,other,14,Malfoy
Harry,Ron also started teaching Harry wizard chess.,Harry Potter And The Sorcerers Stone,1379,other,14,"Ron, Harry"
Ron,Ron also started teaching Harry wizard chess.,Harry Potter And The Sorcerers Stone,1379,other,14,"Ron, Harry"
Harry,"Harry played with chessmen Seamus Finnigan had lent him, and they didn’t trust him at all.",Harry Potter And The Sorcerers Stone,1380,other,14,"Harry, Seamus Finnigan"
Seamus Finnigan,"Harry played with chessmen Seamus Finnigan had lent him, and they didn’t trust him at all.",Harry Potter And The Sorcerers Stone,1380,other,14,"Harry, Seamus Finnigan"
Harry,Harry blew it — it sounded a bit like an owl.,Harry Potter And The Sorcerers Stone,1385,other,14,Harry
Ron,"“I think I know who that one’s from,” said Ron, turning a bit pink and pointing to a very lumpy parcel.",Harry Potter And The Sorcerers Stone,1388,dialogue,14,Ron
Percy Weasley,"Percy Weasley stuck his head through the door, looking disapproving.",Harry Potter And The Sorcerers Stone,1412,other,15,Percy Weasley
George,"“And you’re not sitting with the prefects today, either,” said George.",Harry Potter And The Sorcerers Stone,1415,dialogue,15,George
Percy,"They frog-marched Percy from the room, his arms pinned to his side by his sweater.",Harry Potter And The Sorcerers Stone,1416,other,15,Percy
Dursleys,"These fantastic party favors were nothing like the feeble Muggle ones the Dursleys usually bought, with their little plastic toys and their flimsy paper hats inside.",Harry Potter And The Sorcerers Stone,1417,other,15,Dursleys
Harry,"Harry pulled a wizard cracker with Fred and it didn’t just bang, it went off with a blast like a cannon and engulfed them all in a cloud of blue smoke, while from the inside exploded a rear admiral’s hat and several live, white mice.",Harry Potter And The Sorcerers Stone,1417,movement,15,"Harry, Fred"
Fred,"Harry pulled a wizard cracker with Fred and it didn’t just bang, it went off with a blast like a cannon and engulfed them all in a cloud of blue smoke, while from the inside exploded a rear admiral’s hat and several live, white mice.",Harry Potter And The Sorcerers Stone,1417,movement,15,"Harry, Fred"
Harry,"When Harry finally left the table, he was laden down with a stack of things out of the crackers, including a pack of nonexplodable, luminous balloons, a Grow-Your-Own-Warts kit, and his own new wizard chess set.",Harry Potter And The Sorcerers Stone,1419,movement,15,Harry
Harry,The white mice had disappeared and Harry had a nasty feeling they were going to end up as Mrs. Norris’s Christmas dinner.,Harry Potter And The Sorcerers Stone,1419,other,15,"Harry, Norris"
Norris,The white mice had disappeared and Harry had a nasty feeling they were going to end up as Mrs. Norris’s Christmas dinner.,Harry Potter And The Sorcerers Stone,1419,other,15,"Harry, Norris"
Percy,He suspected he wouldn’t have lost so badly if Percy hadn’t tried to help him so much.,Harry Potter And The Sorcerers Stone,1420,other,15,Percy
Hogwarts,The whole of Hogwarts was open to him in this cloak.,Harry Potter And The Sorcerers Stone,1426,other,15,Hogwarts
Flamel,"He’d be able to read as long as he liked, as long as it took to find out who Flamel was.",Harry Potter And The Sorcerers Stone,1430,other,15,Flamel
Harry,Harry lit a lamp to see his way along the rows of books.,Harry Potter And The Sorcerers Stone,1431,other,15,Harry
Harry,"The lamp looked as if it was floating along in midair, and even though Harry could feel his arm supporting it, the sight gave him the creeps.",Harry Potter And The Sorcerers Stone,1431,other,15,Harry
Harry,"Their peeling, faded gold letters spelled words in languages Harry couldn’t understand.",Harry Potter And The Sorcerers Stone,1433,magic,15,Harry
Harry,Harry felt the blood drain out of his face.,Harry Potter And The Sorcerers Stone,1438,other,15,Harry
Harry,What Harry feared most was that he might not be able to find the mirror room again.,Harry Potter And The Sorcerers Stone,1457,emotional,15,Harry
Harry’S,"They tried retracing Harry’s route from the library, wandering around the dark passageways for nearly an hour.",Harry Potter And The Sorcerers Stone,1457,magic,15,Harry’s
Bill,"“I am — I’m wearing the badge like Bill used to — and I’m holding the house cup and the Quidditch cup — I’m Quidditch captain, too.”",Harry Potter And The Sorcerers Stone,1464,other,15,Bill
Filch,"“This isn’t safe — she might have gone for Filch, I bet she heard us.",Harry Potter And The Sorcerers Stone,1471,other,15,Filch
Harry,"But Harry only had one thought in his head, which was to get back in front of the mirror, and Ron wasn’t going to stop him.",Harry Potter And The Sorcerers Stone,1474,other,15,"Harry, Ron"
Ron,"But Harry only had one thought in his head, which was to get back in front of the mirror, and Ron wasn’t going to stop him.",Harry Potter And The Sorcerers Stone,1474,other,15,"Harry, Ron"
Harry,Harry felt as though his insides had turned to ice.,Harry Potter And The Sorcerers Stone,1477,other,15,Harry
Harry,"“The Mirror will be moved to a new home tomorrow, Harry, and I ask you not to go looking for it again.",Harry Potter And The Sorcerers Stone,1486,other,15,Harry
Dumbledore,"“One can never have enough socks,” said Dumbledore.",Harry Potter And The Sorcerers Stone,1490,dialogue,15,Dumbledore
Harry,"D umbledore had convinced Harry not to go looking for the Mirror of Erised again, and for the rest of the Christmas holidays the invisibility cloak stayed folded at the bottom of his trunk.",Harry Potter And The Sorcerers Stone,1492,other,15,"Harry, the Mirror of Erised"
Harry,"She was torn between horror at the idea of Harry being out of bed, roaming the school three nights in a row (“If Filch had caught you!”), and disappointment that he hadn’t at least found out who Nicolas Flamel was.",Harry Potter And The Sorcerers Stone,1494,discovery,15,"Harry, Filch, Nicolas Flamel"
Nicolas Flamel,"She was torn between horror at the idea of Harry being out of bed, roaming the school three nights in a row (“If Filch had caught you!”), and disappointment that he hadn’t at least found out who Nicolas Flamel was.",Harry Potter And The Sorcerers Stone,1494,discovery,15,"Harry, Filch, Nicolas Flamel"
Filch,"She was torn between horror at the idea of Harry being out of bed, roaming the school three nights in a row (“If Filch had caught you!”), and disappointment that he hadn’t at least found out who Nicolas Flamel was.",Harry Potter And The Sorcerers Stone,1494,discovery,15,"Harry, Filch, Nicolas Flamel"
Harry,"Harry had even less time than the other two, because Quidditch practice had started again.",Harry Potter And The Sorcerers Stone,1495,other,15,Harry
Harry,"The Weasleys complained that Wood was becoming a fanatic, but Harry was on Wood’s side.",Harry Potter And The Sorcerers Stone,1496,other,15,"Wood, Harry, Wood"
Weasleys,"The Weasleys complained that Wood was becoming a fanatic, but Harry was on Wood’s side.",Harry Potter And The Sorcerers Stone,1496,other,15,"Wood, Harry, Wood"
Harry,"Quite apart from wanting to win, Harry found that he had fewer nightmares when he was tired out after training.",Harry Potter And The Sorcerers Stone,1496,discovery,15,Harry
George Weasley,George Weasley really did fall off his broom at these words.,Harry Potter And The Sorcerers Stone,1499,other,15,George Weasley
Harry,"Which was all very well, thought Harry, but he had another reason for not wanting Snape near him while he was playing Quidditch.…",Harry Potter And The Sorcerers Stone,1503,other,16,"Harry, Snape, Quidditch"
Quidditch,"Which was all very well, thought Harry, but he had another reason for not wanting Snape near him while he was playing Quidditch.…",Harry Potter And The Sorcerers Stone,1503,other,16,"Harry, Snape, Quidditch"
Harry,"The rest of the team hung back to talk to one another as usual at the end of practice, but Harry headed straight back to the Gryffindor common room, where he found Ron and Hermione playing chess.",Harry Potter And The Sorcerers Stone,1504,discovery,16,"Harry, Gryffindor, Ron, Hermione"
Hermione,"The rest of the team hung back to talk to one another as usual at the end of practice, but Harry headed straight back to the Gryffindor common room, where he found Ron and Hermione playing chess.",Harry Potter And The Sorcerers Stone,1504,discovery,16,"Harry, Gryffindor, Ron, Hermione"
Ron,"The rest of the team hung back to talk to one another as usual at the end of practice, but Harry headed straight back to the Gryffindor common room, where he found Ron and Hermione playing chess.",Harry Potter And The Sorcerers Stone,1504,discovery,16,"Harry, Gryffindor, Ron, Hermione"
Gryffindor,"The rest of the team hung back to talk to one another as usual at the end of practice, but Harry headed straight back to the Gryffindor common room, where he found Ron and Hermione playing chess.",Harry Potter And The Sorcerers Stone,1504,discovery,16,"Harry, Gryffindor, Ron, Hermione"
Harry,"Chess was the only thing Hermione ever lost at, something Harry and Ron thought was very good for her.",Harry Potter And The Sorcerers Stone,1504,other,16,"Chess, Harry, Ron"
Ron,"Chess was the only thing Hermione ever lost at, something Harry and Ron thought was very good for her.",Harry Potter And The Sorcerers Stone,1504,other,16,"Chess, Harry, Ron"
Harry,"Speaking quietly so that no one else would hear, Harry told the other two about Snape’s sudden, sinister desire to be a Quidditch referee.",Harry Potter And The Sorcerers Stone,1506,other,16,"Harry, Snape"
Gryffindor,"If I back out, Gryffindor can’t play at all.”",Harry Potter And The Sorcerers Stone,1507,other,16,Gryffindor
Malfoy,"“Malfoy,” said Neville shakily.",Harry Potter And The Sorcerers Stone,1510,dialogue,16,"Malfoy, Neville"
Mcgonagall,“Go to Professor McGonagall!”,Harry Potter And The Sorcerers Stone,1511,other,16,McGonagall
Malfoy’S,"“There’s no need to tell me I’m not brave enough to be in Gryffindor, Malfoy’s already done that,” Neville choked out.",Harry Potter And The Sorcerers Stone,1513,other,16,"Gryffindor, Malfoy’s, Neville"
Gryffindor,"“The Sorting Hat chose you for Gryffindor, didn’t it?",Harry Potter And The Sorcerers Stone,1515,other,16,Gryffindor
Dumbledore,"I told you I’d read the name somewhere before, I read it on the train coming here — listen to this: ‘Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon’s blood, and his work on alchemy with his partner, Nicolas Flamel’!”",Harry Potter And The Sorcerers Stone,1521,other,16,"Dumbledore, Grindelwald, Nicolas Flamel"
Grindelwald,"I told you I’d read the name somewhere before, I read it on the train coming here — listen to this: ‘Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon’s blood, and his work on alchemy with his partner, Nicolas Flamel’!”",Harry Potter And The Sorcerers Stone,1521,other,16,"Dumbledore, Grindelwald, Nicolas Flamel"
